seed,probe_fraction,memory_id,encoding_position,isyn_score,w_slow,w_fast,assembly_w_fast,gamma0_retention,elapsed_seconds
3042.0,0.75,3.0,3.0,0.0409348861139733,0.0269980356097221,0.084395132958889,0.0943454578518867,,889.3207499980927
3042.0,1.0,0.0,0.0,0.1466654903488233,0.1787918806076049,0.0360887758433818,0.0355326458811759,,836.6919796466827
3042.0,1.0,1.0,1.0,0.0998607530491426,0.1284694969654083,0.0163959544152021,0.0097312247380614,,836.6919796466827
3042.0,1.0,2.0,2.0,0.0800962480716407,0.0958455055952072,0.0486317537724971,0.0587109699845314,,836.6919796466827
3042.0,1.0,3.0,3.0,0.0407013429139624,0.0270300693809986,0.0836325213313102,0.0846849605441093,,836.6919796466827
4042.0,0.0,0.0,0.0,0.0288385162275517,0.0293929353356361,0.0806686803698539,0.0584249198436737,0.0040096594020724,858.3401863574982
4042.0,0.0,1.0,1.0,0.0213744038410368,0.0276190247386693,0.0178186409175395,0.0087090386077761,0.0017926243599504,858.3401863574982
4042.0,0.0,2.0,2.0,0.0217861366036231,0.027567908167839,0.045551024377346,0.0415888018906116,0.0121020424214748,858.3401863574982
4042.0,0.0,3.0,3.0,0.0378430298442253,0.0322741381824016,0.1058834418654441,0.0869026035070419,0.0395401939749717,858.3401863574982
4042.0,0.1,0.0,0.0,0.0465693488367833,0.0511779226362705,0.0481546111404895,0.0346810333430767,,868.8558933734894
4042.0,0.1,1.0,1.0,0.0272437545354478,0.0353203527629375,0.0170129090547561,0.0077058593742549,,868.8558933734894
4042.0,0.1,2.0,2.0,0.021179824048886,0.0262361485511064,0.0474150627851486,0.0494531132280826,,868.8558933734894
4042.0,0.1,3.0,3.0,0.0309309872682206,0.0287404730916023,0.0877417176961898,0.0750927031040191,,868.8558933734894
4042.0,0.25,0.0,0.0,0.0643735696794465,0.0728844404220581,0.0419532768428325,0.0332361534237861,,818.8385059833527
4042.0,0.25,1.0,1.0,0.0338222592836245,0.0435696840286254,0.0180700924247503,0.0081683937460184,,818.8385059833527
4042.0,0.25,2.0,2.0,0.0353650467004627,0.0422202423214912,0.044373583048582,0.0449383705854415,,818.8385059833527
4042.0,0.25,3.0,3.0,0.034115903370548,0.0291910171508789,0.0918394178152084,0.0743640214204788,,818.8385059833527
4042.0,0.5,0.0,0.0,0.0990031363908201,0.1152926608920097,0.0446292646229267,0.0380762442946434,,755.956291437149
4042.0,0.5,1.0,1.0,0.0760669952142052,0.0918138548731803,0.0191729851067066,0.010324403643608,,755.956291437149
4042.0,0.5,2.0,2.0,0.0408175323973409,0.0537791326642036,0.0495158247649669,0.0461502373218536,,755.956291437149
4042.0,0.5,3.0,3.0,0.0339177446439862,0.0287659280002117,0.0899264737963676,0.0826016962528228,,755.956291437149
4042.0,0.75,0.0,0.0,0.1192376891849562,0.1384046375751495,0.0413327775895595,0.0292968675494194,,735.381071805954
4042.0,0.75,1.0,1.0,0.0746565184672363,0.097267709672451,0.0171948075294494,0.0088960118591785,,735.381071805954
4042.0,0.75,2.0,2.0,0.0664266716339625,0.0854583159089088,0.0480987802147865,0.0533878430724144,,735.381071805954
4042.0,0.75,3.0,3.0,0.0369221711007412,0.0290718805044889,0.0918629243969917,0.0963944122195243,,735.381071805954
4042.0,1.0,0.0,0.0,0.1511069538537413,0.1766136735677719,0.0409503690898418,0.03125461935997,,749.5269045829773
4042.0,1.0,1.0,1.0,0.1043540540267713,0.1313720643520355,0.0198752637952566,0.0105387428775429,,749.5269045829773
4042.0,1.0,2.0,2.0,0.0708656333154067,0.0923075675964355,0.0496302992105484,0.0411766655743122,,749.5269045829773
4042.0,1.0,3.0,3.0,0.0317125383589882,0.0292081199586391,0.0945905223488807,0.0755318477749824,,749.5269045829773
5042.0,0.0,0.0,0.0,0.0276934191060718,0.0267380848526954,0.0584440976381301,0.0640884116291999,0.0097905993461608,1310.8665642738342
5042.0,0.0,1.0,1.0,0.025696228723973,0.0294173024594783,0.0255062375217676,0.0299570877104997,0.0069902781397104,1310.8665642738342
