strength,seed,core_size,ret_full,ret_noreplay,replay_necessity,wslow_cc,wslow_uc,wslow_uu,freq_advantage
0.75,42,27,0.15750457695685327,0.028972677799174562,0.1285318991576787,0.34451332688331604,0.13142630457878113,0.059983037412166595,2.428571428571429
0.75,1042,26,0.14217486465349793,0.02171928418101743,0.1204555804724805,0.34689950942993164,0.12995325028896332,0.057915784418582916,2.4137214137214134
0.75,2042,27,0.2127757864072919,0.026236699253786355,0.18653908715350553,0.4231463670730591,0.15879927575588226,0.06757748126983643,2.2682379349046013
